교통사고이력ID(사고기록 순서),발생년월일시,주야코드,요일코드,사망자수,부상자수,발생지시도코드,발생지시도코드.1,사고유형대분류코드,사고유형중분류코드,법규위반코드
28541,2018-02-17 19,야간,토,1,1,경북,경산시,차대사람,횡단중,과속
28542,2018-04-30 12,주간,월,1,2,충남,논산시,차대사람,기타,안전운전 의무 불이행
28543,2018-09-25 21,야간,화,1,1,전북,부안군,차대사람,차도통행중,안전운전 의무 불이행
28544,2018-07-24 13,주간,화,1,4,경북,구미시,차대차,추돌,안전운전 의무 불이행
28545,2018-12-24 18,야간,월,1,1,경북,성주군,차대사람,횡단중,안전운전 의무 불이행
28546,2018-11-27 10,주간,화,1,1,강원,태백시,차대사람,차도통행중,안전운전 의무 불이행
28547,2018-03-24 23,야간,토,1,1,경남,창원시(통합),차대사람,횡단중,과속
28548,2018-12-05 13,주간,수,1,1,전남,고흥군,차량단독,기타,안전운전 의무 불이행
28549,2018-05-27 16,주간,일,1,1,충북,음성군,차량단독,공작물충돌,안전운전 의무 불이행
28550,2018-09-06 07,주간,목,1,1,전남,해남군,차대차,측면충돌,과속
28551,2018-05-29 20,야간,화,1,1,경기,양평군,차대차,기타,안전운전 의무 불이행
28552,2018-05-31 22,야간,목,1,1,경북,상주시,차대차,측면충돌,중앙선 침범
28553,2018-03-03 04,야간,토,1,2,서울,중랑구,차대사람,횡단중,과속
28554,2018-12-03 20,야간,월,1,2,전남,장흥군,차대사람,기타,안전운전 의무 불이행
28555,2018-03-14 19,야간,수,1,1,경남,진주시,차대사람,보도통행중,보행자 보호의무 위반
28556,2018-05-23 11,주간,수,1,1,충남,공주시,차량단독,기타,안전운전 의무 불이행
28557,2018-07-15 21,야간,일,1,1,서울,서초구,차대차,정면충돌,중앙선 침범
28558,2018-10-11 18,야간,목,1,1,경남,창녕군,차대차,측면충돌,안전운전 의무 불이행
28559,2018-01-26 20,야간,금,1,2,경기,평택시,차대사람,횡단중,안전운전 의무 불이행
28560,2018-02-19 19,야간,월,1,1,제주,제주시,차대사람,길가장자리구역통행중,안전운전 의무 불이행
28561,2018-03-22 14,주간,목,1,1,부산,동래구,차대사람,보도통행중,보행자 보호의무 위반
28562,2018-07-24 22,야간,화,1,1,부산,기장군,차대사람,기타,과속
28563,2018-07-14 00,야간,토,1,1,강원,동해시,차대사람,차도통행중,안전운전 의무 불이행
28564,2018-02-27 03,야간,화,1,1,서울,강남구,차대차,측면충돌,신호위반
28565,2018-03-03 02,야간,토,1,1,울산,북구,차량단독,공작물충돌,안전운전 의무 불이행
28566,2018-09-08 22,야간,토,1,1,전남,해남군,차대사람,횡단중,안전운전 의무 불이행
28567,2018-12-15 17,주간,토,1,1,전남,담양군,차대차,정면충돌,기타
28568,2018-03-04 18,야간,일,1,1,강원,강릉시,차대사람,횡단중,과속
28569,2018-03-27 01,야간,화,1,1,경남,창원시(통합),차량단독,공작물충돌,안전운전 의무 불이행
28570,2018-02-24 16,주간,토,1,1,전남,여수시,차량단독,공작물충돌,안전운전 의무 불이행
28571,2018-03-20 04,야간,화,1,1,서울,강동구,차대사람,보도통행중,보행자 보호의무 위반
28572,2018-02-09 17,주간,금,1,2,충북,청주시,차대차,정면충돌,중앙선 침범
28573,2018-12-09 21,야간,일,1,2,강원,원주시,차대차,추돌,안전운전 의무 불이행
28574,2018-11-13 16,주간,화,1,1,전남,강진군,차량단독,공작물충돌,안전운전 의무 불이행
28575,2018-08-10 10,주간,금,1,1,충북,괴산군,차대사람,횡단중,안전운전 의무 불이행
28576,2018-05-09 23,야간,수,1,7,경기,안산시,차대차,추돌,안전운전 의무 불이행
28577,2018-05-21 07,주간,월,1,1,경기,구리시,차대차,측면충돌,신호위반
28578,2018-11-15 20,야간,목,1,1,경남,함안군,차대사람,차도통행중,안전운전 의무 불이행
28579,2018-09-14 11,주간,금,1,2,전남,무안군,차대차,측면충돌,중앙선 침범
28580,2018-03-15 22,야간,목,1,1,인천,연수구,차대사람,횡단중,안전운전 의무 불이행
28581,2018-02-25 08,주간,일,2,4,경북,경주시,차대차,정면충돌,중앙선 침범
28582,2018-11-15 07,주간,목,1,1,충남,부여군,차량단독,공작물충돌,안전운전 의무 불이행
28583,2018-05-27 16,주간,일,1,3,충남,공주시,차대차,정면충돌,중앙선 침범
28584,2018-06-04 09,주간,월,1,1,서울,성북구,차대사람,횡단중,안전운전 의무 불이행
28585,2018-03-03 10,주간,토,1,1,대구,북구,차대차,측면충돌,안전운전 의무 불이행
28586,2018-10-24 13,주간,수,1,1,인천,강화군,차대차,측면충돌,안전운전 의무 불이행
28587,2018-03-22 10,주간,목,1,1,경기,성남시,차대사람,기타,안전운전 의무 불이행
28588,2018-08-09 18,야간,목,1,1,전남,영암군,차량단독,공작물충돌,안전운전 의무 불이행
28589,2018-04-04 21,야간,수,1,2,충남,당진시,차대사람,차도통행중,기타
28590,2018-02-19 14,주간,월,1,1,서울,영등포구,차대사람,횡단중,신호위반
28591,2018-03-10 06,주간,토,1,1,제주,서귀포시,차대사람,횡단중,안전운전 의무 불이행
28592,2018-07-10 10,주간,화,1,4,충남,홍성군,차대차,측면충돌,중앙선 침범
28593,2018-07-24 12,주간,화,1,2,전북,완주군,차량단독,공작물충돌,안전운전 의무 불이행
28594,2018-04-20 07,주간,금,1,1,경남,김해시,차량단독,기타,안전운전 의무 불이행
28595,2018-03-30 14,주간,금,1,1,충남,서산시,차대사람,횡단중,보행자 보호의무 위반
28596,2018-05-05 00,야간,토,1,1,충남,논산시,차량단독,공작물충돌,안전운전 의무 불이행
28597,2018-08-21 00,야간,화,1,4,충북,청주시,차대차,추돌,안전운전 의무 불이행
28598,2018-03-09 01,야간,금,1,3,대구,서구,차대차,추돌,안전운전 의무 불이행
28599,2018-04-01 04,야간,일,1,1,대구,중구,차대사람,기타,안전운전 의무 불이행
28600,2018-12-19 09,주간,수,1,1,전남,고흥군,차량단독,전도,안전운전 의무 불이행
28601,2018-07-30 10,주간,월,1,1,부산,기장군,차량단독,공작물충돌,안전운전 의무 불이행
28602,2018-03-20 08,주간,화,1,1,경남,김해시,차대차,기타,안전운전 의무 불이행
28603,2018-03-11 19,야간,일,1,2,충남,천안시,차대사람,횡단중,과속
28604,2018-10-25 17,주간,목,1,1,전북,고창군,차대차,측면충돌,신호위반
28605,2018-08-04 10,주간,토,1,5,전북,남원시,차대차,정면충돌,중앙선 침범
28606,2018-03-22 12,주간,목,1,2,서울,강동구,차대사람,횡단중,안전운전 의무 불이행
28607,2018-02-10 15,주간,토,1,1,경기,의정부시,차대차,기타,안전운전 의무 불이행
28608,2018-09-20 13,주간,목,1,2,전남,무안군,차대차,측면충돌,중앙선 침범
28609,2018-12-21 18,야간,금,1,1,충남,서천군,차대차,정면충돌,중앙선 침범
28610,2018-03-23 19,야간,금,1,1,경기,안성시,차대사람,차도통행중,안전운전 의무 불이행
28611,2018-03-09 06,주간,금,1,1,서울,마포구,차대차,기타,과속
28612,2018-08-16 16,주간,목,1,1,충북,괴산군,차량단독,도로이탈,안전운전 의무 불이행
28613,2018-11-24 06,주간,토,1,1,충남,부여군,차대사람,차도통행중,안전운전 의무 불이행
28614,2018-08-26 15,주간,일,1,7,경기,가평군,차대차,정면충돌,중앙선 침범
28615,2018-05-01 21,야간,화,2,2,경북,김천시,차대차,정면충돌,중앙선 침범
28616,2018-04-14 19,야간,토,1,1,부산,금정구,차대사람,기타,안전운전 의무 불이행
28617,2018-08-07 01,야간,화,1,1,대구,수성구,차대사람,횡단중,안전운전 의무 불이행
28618,2018-09-14 03,야간,금,1,2,충북,보은군,차대차,추돌,안전운전 의무 불이행
28619,2018-06-29 00,야간,금,1,1,전남,나주시,차대사람,기타,안전운전 의무 불이행
28620,2018-06-18 07,주간,월,1,6,울산,울주군,차대차,추돌,안전거리 미확보
28621,2018-10-27 18,야간,토,2,2,전북,고창군,차대차,추돌,안전운전 의무 불이행
28622,2018-05-09 21,야간,수,1,1,경남,통영시,차대사람,횡단중,보행자 보호의무 위반
28623,2018-06-20 10,주간,수,1,1,경남,밀양시,차량단독,도로이탈,안전운전 의무 불이행
28624,2018-02-10 23,야간,토,1,5,충북,청주시,차대차,정면충돌,중앙선 침범
28625,2018-03-08 21,야간,목,1,1,서울,중랑구,차대사람,차도통행중,안전운전 의무 불이행
28626,2018-03-24 05,야간,토,1,1,경기,성남시,차량단독,공작물충돌,안전운전 의무 불이행
28627,2018-02-09 19,야간,금,1,1,경기,시흥시,차대사람,길가장자리구역통행중,안전운전 의무 불이행
28628,2018-08-02 14,주간,목,1,2,부산,기장군,차대차,추돌,과속
28629,2018-05-25 22,야간,금,1,1,강원,속초시,차대사람,기타,안전운전 의무 불이행
28630,2018-10-19 18,야간,금,1,2,전북,부안군,차대차,추돌,안전운전 의무 불이행
28631,2018-12-06 22,야간,목,1,1,전남,영광군,차대차,추돌,안전운전 의무 불이행
28632,2018-08-28 14,주간,화,1,9,충남,천안시,차대차,추돌,안전운전 의무 불이행
28633,2018-02-24 05,야간,토,1,1,서울,동대문구,차대사람,횡단중,안전운전 의무 불이행
28634,2018-05-19 01,야간,토,1,2,부산,동구,차대사람,횡단중,보행자 보호의무 위반
28635,2018-12-05 23,야간,수,1,1,전남,강진군,차대사람,길가장자리구역통행중,안전운전 의무 불이행
28636,2018-03-24 21,야간,토,1,4,경기,화성시,차대차,추돌,안전운전 의무 불이행
28637,2018-09-21 12,주간,금,1,1,전남,해남군,차량단독,공작물충돌,안전운전 의무 불이행
28638,2018-06-04 00,야간,월,1,1,충남,공주시,차대차,측면충돌,기타
28639,2018-12-03 00,야간,월,1,1,충남,부여군,차량단독,공작물충돌,안전운전 의무 불이행
28640,2018-07-12 00,야간,목,1,1,서울,용산구,차량단독,공작물충돌,안전운전 의무 불이행
28641,2018-03-07 00,야간,수,1,3,전남,신안군,차대차,기타,교차로 통행방법 위반
28642,2018-08-14 01,야간,화,1,2,경북,영천시,차대사람,기타,과속
28643,2018-05-19 09,주간,토,1,1,경남,창원시(통합),차대사람,횡단중,안전운전 의무 불이행
28644,2018-12-10 06,주간,월,1,1,경남,고성군,차대사람,기타,안전운전 의무 불이행
28645,2018-06-26 14,주간,화,1,1,경남,밀양시,차대차,추돌,안전운전 의무 불이행
28646,2018-09-23 18,야간,일,1,4,충북,충주시,차대차,기타,안전거리 미확보
28647,2018-04-19 21,야간,목,1,3,인천,중구,차대차,정면충돌,교차로 통행방법 위반
28648,2018-05-30 17,주간,수,1,3,경기,구리시,차대차,측면충돌,신호위반
28649,2018-05-19 22,야간,토,1,1,부산,강서구,차대사람,기타,안전운전 의무 불이행
28650,2018-12-12 04,야간,수,1,1,경남,고성군,차량단독,전복,안전운전 의무 불이행
28651,2018-12-12 21,야간,수,1,1,경남,함안군,차대사람,차도통행중,안전운전 의무 불이행
28652,2018-10-02 23,야간,화,1,1,전남,무안군,차량단독,공작물충돌,안전운전 의무 불이행
28653,2018-12-24 10,주간,월,1,1,전남,영광군,차량단독,공작물충돌,안전운전 의무 불이행
28654,2018-06-11 13,주간,월,1,6,충북,음성군,차대차,측면충돌,안전운전 의무 불이행
28655,2018-06-29 08,주간,금,1,1,경남,밀양시,차대차,기타,안전운전 의무 불이행
28656,2018-03-26 03,야간,월,1,1,경기,용인시,차대차,추돌,안전운전 의무 불이행
28657,2018-04-04 13,주간,수,1,12,충남,서산시,차대차,측면충돌,교차로 통행방법 위반
28658,2018-02-24 15,주간,토,1,1,경북,경산시,차량단독,공작물충돌,안전운전 의무 불이행
28659,2018-04-02 13,주간,월,1,1,세종,세종,차대차,측면충돌,안전운전 의무 불이행
28660,2018-08-02 10,주간,목,1,3,충남,예산군,차대차,추돌,안전거리 미확보
28661,2018-12-15 22,야간,토,1,2,전남,강진군,차대사람,기타,안전운전 의무 불이행
28662,2018-05-15 11,주간,화,1,1,경남,통영시,차대차,측면충돌,신호위반
28663,2018-03-15 20,야간,목,1,4,제주,서귀포시,차대차,정면충돌,중앙선 침범
28664,2018-03-26 16,주간,월,1,2,경기,평택시,차대차,추돌,안전거리 미확보
28665,2018-05-22 02,야간,화,1,2,부산,강서구,차량단독,공작물충돌,안전운전 의무 불이행
28666,2018-08-02 22,야간,목,1,1,충남,예산군,차대차,추돌,안전운전 의무 불이행
28667,2018-02-13 05,야간,화,1,1,충북,청주시,차대사람,횡단중,안전운전 의무 불이행
28668,2018-12-14 17,주간,금,1,1,경남,고성군,차대사람,차도통행중,안전운전 의무 불이행
28669,2018-02-13 14,주간,화,1,1,강원,원주시,차량단독,전도,안전운전 의무 불이행
28670,2018-09-04 17,주간,화,1,3,충남,태안군,차대차,측면충돌,신호위반
28671,2018-03-09 23,야간,금,1,1,울산,북구,차량단독,공작물충돌,안전운전 의무 불이행
28672,2018-04-10 21,야간,화,1,1,서울,강북구,차대사람,기타,안전운전 의무 불이행
28673,2018-03-03 16,주간,토,1,1,대전,대덕구,차대사람,횡단중,과속
28674,2018-09-11 03,야간,화,1,1,부산,중구,차대사람,횡단중,보행자 보호의무 위반
28675,2018-09-13 00,야간,목,1,2,대전,동구,차대사람,기타,안전운전 의무 불이행
28676,2018-12-18 18,야간,화,1,1,충남,부여군,차대차,정면충돌,중앙선 침범
28677,2018-02-24 03,야간,토,1,2,충남,아산시,차대차,정면충돌,중앙선 침범
28678,2018-05-18 12,주간,금,1,1,경기,안양시,차량단독,전도,기타
28679,2018-12-20 18,야간,목,1,1,충남,부여군,차대사람,길가장자리구역통행중,안전운전 의무 불이행
28680,2018-07-03 13,주간,화,1,1,경남,밀양시,차대차,측면충돌,안전운전 의무 불이행
28681,2018-05-09 17,주간,수,1,1,서울,도봉구,차대차,기타,안전운전 의무 불이행
28682,2018-06-13 10,주간,수,1,1,충남,공주시,차대차,추돌,안전운전 의무 불이행
28683,2018-07-29 16,주간,일,1,1,충남,홍성군,차량단독,전복,안전운전 의무 불이행
28684,2018-08-21 21,야간,화,1,5,대구,달성군,차대차,추돌,안전운전 의무 불이행
28685,2018-02-24 21,야간,토,1,1,제주,제주시,차대사람,횡단중,안전운전 의무 불이행
28686,2018-02-13 21,야간,화,1,1,충북,청주시,차대사람,횡단중,안전운전 의무 불이행
28687,2018-09-09 19,야간,일,1,1,충남,태안군,차대사람,기타,안전운전 의무 불이행
28688,2018-02-15 02,야간,목,1,2,충남,천안시,차대차,추돌,안전운전 의무 불이행
28689,2018-03-13 20,야간,화,1,4,강원,강릉시,차대차,기타,안전운전 의무 불이행
28690,2018-04-14 17,주간,토,1,1,경남,거제시,차대차,기타,안전운전 의무 불이행
28691,2018-11-05 10,주간,월,1,2,강원,홍천군,차대차,기타,중앙선 침범
28692,2018-03-23 14,주간,금,1,1,경남,진주시,차대사람,횡단중,보행자 보호의무 위반
28693,2018-03-31 16,주간,토,1,1,경기,광명시,차대차,측면충돌,안전거리 미확보
28694,2018-06-09 19,야간,토,1,2,경북,영천시,차대차,추돌,안전운전 의무 불이행
28695,2018-09-10 09,주간,월,1,1,충남,태안군,차대차,기타,안전운전 의무 불이행
28696,2018-10-12 16,주간,금,1,13,충북,음성군,차대차,추돌,안전운전 의무 불이행
28697,2018-10-06 10,주간,토,1,1,전남,해남군,차량단독,기타,안전운전 의무 불이행
28698,2018-03-11 21,야간,일,1,1,서울,노원구,차대사람,기타,안전운전 의무 불이행
28699,2018-07-31 17,주간,화,1,1,충남,홍성군,차량단독,전도,안전운전 의무 불이행
28700,2018-08-02 18,야간,목,1,1,경기,동두천시,차량단독,공작물충돌,안전운전 의무 불이행
28701,2018-04-26 09,주간,목,1,1,경기,포천시,차량단독,전도,안전운전 의무 불이행
28702,2018-11-21 18,야간,수,1,1,전북,고창군,차대사람,차도통행중,안전운전 의무 불이행
28703,2018-07-02 15,주간,월,1,1,경남,사천시,차량단독,공작물충돌,안전운전 의무 불이행
28704,2018-02-09 22,야간,금,1,1,대구,수성구,차대사람,횡단중,과속
28705,2018-03-18 08,주간,일,1,1,대구,서구,차대사람,횡단중,신호위반
28706,2018-04-26 06,주간,목,1,1,인천,중구,차대차,정면충돌,신호위반
28707,2018-03-27 15,주간,화,1,1,강원,춘천시,차량단독,도로이탈,안전운전 의무 불이행
28708,2018-08-29 22,야간,수,1,1,경북,구미시,차량단독,공작물충돌,안전운전 의무 불이행
28709,2018-10-20 19,야간,토,1,1,전남,무안군,차대사람,횡단중,안전운전 의무 불이행
28710,2018-07-10 14,주간,화,1,1,경남,밀양시,차대차,측면충돌,안전운전 의무 불이행
28711,2018-07-14 17,주간,토,1,1,전남,나주시,차량단독,도로이탈,안전운전 의무 불이행
28712,2018-08-30 18,야간,목,1,1,전북,남원시,차량단독,도로이탈,안전운전 의무 불이행
28713,2018-02-16 11,주간,금,1,4,경기,파주시,차대차,추돌,안전운전 의무 불이행
28714,2018-10-20 23,야간,토,1,3,충북,보은군,차대차,추돌,안전운전 의무 불이행
28715,2018-08-17 07,주간,금,1,1,전북,완주군,차량단독,기타,안전운전 의무 불이행
28716,2018-02-24 23,야간,토,1,1,인천,남구,차대사람,차도통행중,안전운전 의무 불이행
28717,2018-11-30 07,주간,금,1,1,전북,부안군,차대사람,횡단중,중앙선 침범
28718,2018-12-21 17,주간,금,1,1,경남,창녕군,차대사람,횡단중,안전운전 의무 불이행
28719,2018-03-17 19,야간,토,1,1,강원,강릉시,차대사람,횡단중,안전운전 의무 불이행
28720,2018-03-15 23,야간,목,1,1,울산,북구,차대사람,기타,안전운전 의무 불이행
28721,2018-09-23 15,주간,일,1,2,충남,태안군,차대차,측면충돌,기타
28722,2018-03-30 23,야간,금,1,1,부산,해운대구,차대사람,횡단중,안전운전 의무 불이행
28723,2018-03-16 10,주간,금,1,1,울산,북구,차대차,측면충돌,안전운전 의무 불이행
28724,2018-08-13 00,야간,월,1,2,경기,동두천시,차량단독,공작물충돌,안전운전 의무 불이행
28725,2018-08-22 11,주간,수,1,1,서울,은평구,차대사람,횡단중,안전운전 의무 불이행
28726,2018-04-20 18,야간,금,1,1,경북,안동시,차대차,측면충돌,기타
28727,2018-02-22 22,야간,목,1,1,광주,북구,차대사람,기타,안전운전 의무 불이행
28728,2018-10-29 09,주간,월,1,19,경기,이천시,차대차,추돌,안전거리 미확보
28729,2018-08-13 18,야간,월,1,1,충남,홍성군,차대차,측면충돌,안전운전 의무 불이행
28730,2018-03-04 17,주간,일,1,1,대구,달서구,차대차,측면충돌,안전운전 의무 불이행
28731,2018-10-31 23,야간,수,1,1,전남,무안군,차량단독,공작물충돌,안전운전 의무 불이행
28732,2018-12-02 17,주간,일,1,1,강원,홍천군,차량단독,도로이탈,안전운전 의무 불이행
28733,2018-03-02 15,주간,금,1,1,대전,중구,차대사람,횡단중,안전운전 의무 불이행
28734,2018-02-20 18,야간,화,1,1,경기,부천시,차대사람,횡단중,안전운전 의무 불이행
28735,2018-09-13 23,야간,목,1,3,경북,상주시,차대차,기타,안전운전 의무 불이행
28736,2018-07-21 09,주간,토,1,1,전남,나주시,차대사람,횡단중,안전운전 의무 불이행
28737,2018-02-24 00,야간,토,1,1,인천,서구,차대차,측면충돌,신호위반
28738,2018-04-04 02,야간,수,1,1,경기,용인시,차대차,기타,안전운전 의무 불이행
28739,2018-02-16 22,야간,금,1,6,충북,청주시,차대차,기타,신호위반
28740,2018-03-07 19,야간,수,1,1,경기,화성시,차대사람,횡단중,안전운전 의무 불이행
28741,2018-09-11 14,주간,화,1,2,경북,문경시,차대차,추돌,안전거리 미확보
28742,2018-07-06 09,주간,금,1,3,전북,김제시,차대차,추돌,과속
28743,2018-04-13 14,주간,금,1,1,서울,동작구,차대사람,횡단중,신호위반
28744,2018-04-12 19,야간,목,1,1,경남,창원시(통합),차대사람,횡단중,신호위반
28745,2018-05-10 11,주간,목,1,1,경남,창원시(통합),차량단독,공작물충돌,안전운전 의무 불이행
28746,2018-08-03 20,야간,금,1,1,경기,의왕시,차대사람,차도통행중,안전운전 의무 불이행
28747,2018-05-13 22,야간,일,1,1,서울,서대문구,차대사람,차도통행중,기타
28748,2018-06-27 16,주간,수,1,1,경기,양평군,차량단독,전도,안전운전 의무 불이행
28749,2018-07-21 14,주간,토,1,3,경북,영주시,차대차,정면충돌,중앙선 침범
28750,2018-04-09 17,주간,월,1,1,부산,사하구,차대차,측면충돌,안전거리 미확보
28751,2018-03-07 03,야간,수,1,1,서울,동대문구,차대사람,횡단중,안전운전 의무 불이행
28752,2018-04-25 13,주간,수,1,1,경기,하남시,차대사람,횡단중,과속
28753,2018-12-19 17,주간,수,2,2,전북,고창군,차대차,추돌,안전운전 의무 불이행
28754,2018-10-06 16,주간,토,1,1,부산,중구,차대사람,횡단중,안전운전 의무 불이행
28755,2018-11-03 16,주간,토,1,1,전남,무안군,차량단독,공작물충돌,안전운전 의무 불이행
28756,2018-04-18 21,야간,수,1,1,인천,부평구,차대사람,횡단중,보행자 보호의무 위반
28757,2018-08-16 13,주간,목,1,1,충남,홍성군,차대차,추돌,안전운전 의무 불이행
28758,2018-07-14 21,야간,토,1,1,경북,상주시,차량단독,공작물충돌,안전운전 의무 불이행
28759,2018-03-02 19,야간,금,1,1,경기,광주시,차대차,기타,신호위반
28760,2018-04-14 05,야간,토,1,1,서울,동작구,차대사람,기타,안전운전 의무 불이행
28761,2018-06-03 10,주간,일,1,1,전남,광양시,차량단독,전도,안전운전 의무 불이행
28762,2018-06-29 14,주간,금,1,1,경기,양평군,차량단독,공작물충돌,안전운전 의무 불이행
28763,2018-02-19 16,주간,월,1,2,강원,원주시,차대차,정면충돌,중앙선 침범
28764,2018-08-18 19,야간,토,1,1,경기,동두천시,차대사람,횡단중,안전운전 의무 불이행
28765,2018-03-07 15,주간,수,1,1,서울,동대문구,차대사람,횡단중,안전운전 의무 불이행
28766,2018-03-23 22,야간,금,1,1,전북,전주시,차대사람,횡단중,안전운전 의무 불이행
28767,2018-09-17 05,야간,월,1,2,경북,문경시,차대차,추돌,안전운전 의무 불이행
28768,2018-04-08 09,주간,일,1,1,서울,강동구,차대사람,길가장자리구역통행중,안전운전 의무 불이행
28769,2018-02-18 05,야간,일,1,1,울산,남구,차대사람,횡단중,안전운전 의무 불이행
28770,2018-08-20 14,주간,월,1,1,충남,홍성군,차량단독,공작물충돌,안전운전 의무 불이행
28771,2018-06-08 17,주간,금,1,1,경기,고양시,차대사람,기타,안전운전 의무 불이행
28772,2018-02-18 08,주간,일,1,1,울산,남구,차량단독,전도,안전운전 의무 불이행
28773,2018-09-21 12,주간,금,1,2,경북,구미시,차대사람,기타,과속
28774,2018-07-16 07,주간,월,1,1,경북,상주시,차대차,측면충돌,안전운전 의무 불이행
28775,2018-09-19 09,주간,수,1,2,경북,문경시,차대차,측면충돌,안전운전 의무 불이행
28776,2018-09-01 23,야간,토,1,1,서울,서초구,차대사람,기타,안전운전 의무 불이행
28777,2018-04-15 12,주간,일,1,1,경남,창원시(통합),차대차,기타,기타
28778,2018-03-22 18,야간,목,1,1,서울,중랑구,차대사람,횡단중,보행자 보호의무 위반
28779,2018-06-03 21,야간,일,1,2,경남,통영시,차대사람,횡단중,보행자 보호의무 위반
28780,2018-09-06 04,야간,목,1,2,충남,예산군,차량단독,공작물충돌,안전운전 의무 불이행
28781,2018-06-20 09,주간,수,1,2,충남,보령시,차량단독,전도,안전운전 의무 불이행
28782,2018-07-09 09,주간,월,1,2,경남,김해시,차대차,기타,안전운전 의무 불이행
28783,2018-05-12 11,주간,토,1,1,울산,울주군,차대사람,기타,안전운전 의무 불이행
28784,2018-03-17 11,주간,토,1,1,전남,목포시,차대사람,기타,안전운전 의무 불이행
28785,2018-02-13 10,주간,화,1,1,경기,남양주시,차대사람,기타,안전운전 의무 불이행
28786,2018-04-11 00,야간,수,1,1,경기,성남시,차대사람,기타,안전운전 의무 불이행
28787,2018-04-17 00,야간,화,1,1,경남,창원시(통합),차대사람,횡단중,신호위반
28788,2018-03-07 16,주간,수,1,1,제주,제주시,차대차,기타,기타
28789,2018-04-19 16,주간,목,1,1,충남,서산시,차대차,측면충돌,신호위반
28790,2018-04-06 01,야간,금,1,1,경기,고양시,차대사람,횡단중,과속
28791,2018-06-07 19,야간,목,1,2,전남,광양시,차대차,측면충돌,과속
28792,2018-04-06 15,주간,금,1,1,경기,안양시,차대사람,횡단중,안전운전 의무 불이행
28793,2018-04-17 17,주간,화,1,1,서울,동작구,차대사람,차도통행중,안전운전 의무 불이행
28794,2018-03-30 10,주간,금,1,1,대구,북구,차대사람,횡단중,보행자 보호의무 위반
28795,2018-04-05 07,주간,목,1,2,부산,해운대구,차량단독,도로이탈,안전운전 의무 불이행
28796,2018-03-03 15,주간,토,1,4,인천,남구,차대차,정면충돌,신호위반
28797,2018-07-31 21,야간,화,1,1,광주,동구,차대차,기타,안전거리 미확보
28798,2018-11-13 18,야간,화,1,3,충북,충주시,차대사람,기타,안전운전 의무 불이행
28799,2018-12-05 14,주간,수,1,2,전남,화순군,차대차,측면충돌,기타
28800,2018-04-22 19,야간,일,1,1,인천,부평구,차대사람,횡단중,안전운전 의무 불이행
28801,2018-06-02 15,주간,토,1,1,충남,논산시,차대차,측면충돌,기타
28802,2018-05-21 01,야간,월,1,1,경남,김해시,차량단독,도로이탈,안전운전 의무 불이행
28803,2018-12-07 07,주간,금,1,1,전남,화순군,차량단독,도로이탈,안전운전 의무 불이행
28804,2018-08-21 20,야간,화,1,1,서울,중구,차대사람,기타,안전운전 의무 불이행
28805,2018-07-21 10,주간,토,1,1,경북,상주시,차량단독,전도,안전운전 의무 불이행
28806,2018-05-18 23,야간,금,1,1,서울,서대문구,차대사람,횡단중,안전운전 의무 불이행
28807,2018-03-07 06,주간,수,1,1,충남,아산시,차대사람,횡단중,안전운전 의무 불이행
28808,2018-08-19 14,주간,일,1,1,경기,여주시,차대차,기타,중앙선 침범
28809,2018-11-16 13,주간,금,1,3,충북,괴산군,차대차,추돌,안전운전 의무 불이행
28810,2018-07-30 11,주간,월,1,1,경남,밀양시,차대차,측면충돌,중앙선 침범
28811,2018-11-08 19,야간,목,2,2,전남,해남군,차량단독,기타,안전운전 의무 불이행
28812,2018-10-01 08,주간,월,1,2,경북,구미시,차량단독,공작물충돌,안전운전 의무 불이행
28813,2018-04-26 14,주간,목,1,1,충남,당진시,차대사람,횡단중,과속
28814,2018-11-09 11,주간,금,1,1,전남,해남군,차대차,정면충돌,안전운전 의무 불이행
28815,2018-07-08 16,주간,일,2,3,경기,양평군,차량단독,도로이탈,안전운전 의무 불이행
28816,2018-10-23 18,야간,화,1,15,충남,논산시,차대차,기타,안전운전 의무 불이행
28817,2018-09-14 00,야간,금,1,1,부산,기장군,차량단독,기타,안전운전 의무 불이행
28818,2018-10-17 19,야간,수,1,1,충남,태안군,차대사람,길가장자리구역통행중,안전운전 의무 불이행
28819,2018-02-17 12,주간,토,1,1,서울,송파구,차대차,측면충돌,안전운전 의무 불이행
28820,2018-06-14 06,주간,목,1,1,경기,시흥시,차대차,추돌,안전운전 의무 불이행
28821,2018-10-18 19,야간,목,1,1,충남,태안군,차대사람,횡단중,안전운전 의무 불이행
28822,2018-05-18 19,야간,금,1,1,경남,창원시(통합),차대차,기타,안전운전 의무 불이행
28823,2018-06-23 19,야간,토,1,1,강원,속초시,차대차,측면충돌,안전운전 의무 불이행
28824,2018-09-15 07,주간,토,1,6,충남,예산군,차대차,추돌,안전운전 의무 불이행
28825,2018-10-04 00,야간,목,1,2,경북,군위군,차대차,기타,안전운전 의무 불이행
28826,2018-10-19 16,주간,금,1,1,충남,태안군,차대사람,횡단중,안전운전 의무 불이행
28827,2018-10-05 03,야간,금,1,2,경북,영천시,차대차,측면충돌,안전운전 의무 불이행
28828,2018-11-20 18,야간,화,1,5,충북,충주시,차대차,추돌,안전거리 미확보
28829,2018-05-19 13,주간,토,1,1,경남,창원시(통합),차대차,기타,안전운전 의무 불이행
