교통사고이력ID(사고기록 순서),발생년월일시,주야코드,요일코드,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도코드,발생지시도코드,사고유형대분류코드,사고유형중분류코드,사고유형코드,법규위반코드,도로형태대분류코드,도로로형태코드
39700,2021-07-29 01,야간,목,1,1,0,0,0,경기,용인시,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로
39701,2021-10-13 06,주간,수,1,1,0,0,0,전남,목포시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로
39702,2021-08-16 07,주간,월,1,1,0,0,0,광주,광산구,차대차,정면충돌,정면충돌,기타,단일로,기타단일로
39703,2021-07-28 20,야간,수,1,1,0,0,0,경기,용인시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로
39704,2021-09-10 22,야간,금,1,1,0,0,0,충남,아산시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로
39705,2021-11-05 22,야간,금,1,1,0,0,0,경북,경주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39706,2021-09-13 22,야간,월,1,1,0,0,0,제주,제주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
39707,2021-12-12 00,야간,일,1,1,0,0,0,제주,서귀포시,차량단독,전복,전복,안전운전 의무 불이행,교차로,교차로내
39708,2021-11-26 04,야간,금,1,1,0,0,0,경북,포항시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내
39709,2021-10-22 18,야간,금,1,1,0,0,0,전북,군산시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
39710,2021-10-21 23,야간,목,1,1,0,0,0,경남,양산시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
39711,2021-12-13 07,주간,월,1,1,0,0,0,충남,천안시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
39712,2021-07-31 21,야간,토,1,2,1,0,0,경기,용인시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로
39713,2021-09-28 10,주간,화,1,1,0,0,0,충북,청주시,차량단독,전도,전도,안전운전 의무 불이행,기타,기타
39714,2021-10-28 18,야간,목,1,1,0,0,0,울산,남구,차대사람,횡단중,횡단중,신호위반,교차로,교차로횡단보도내
39715,2021-12-15 23,야간,수,1,1,0,0,0,제주,서귀포시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39716,2021-09-29 01,야간,수,1,1,0,0,0,경북,경산시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내
39717,2021-11-14 02,야간,일,1,1,0,0,0,전남,순천시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
39718,2021-11-12 13,주간,금,1,1,0,0,0,경북,경주시,차대차,측면충돌,측면충돌,중앙선 침범,단일로,지하차도(도로)내
39719,2021-11-14 03,야간,일,1,1,0,0,0,서울,영등포구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로
39720,2021-08-10 07,주간,화,1,1,0,0,0,서울,송파구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내
39721,2021-10-27 09,주간,수,1,1,0,0,0,전북,군산시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,지하차도(도로)내
39722,2021-09-08 11,주간,수,1,2,0,1,0,경기,파주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
39723,2021-09-18 17,주간,토,1,1,0,0,0,강원,원주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,교량위
39724,2021-08-04 12,주간,수,1,4,1,2,0,인천,서구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근
39725,2021-09-08 19,야간,수,1,1,0,0,0,경기,파주시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근
39726,2021-09-27 23,야간,월,1,2,0,1,0,경기,김포시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39727,2021-10-28 05,야간,목,1,1,0,0,0,경기,고양시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로
39728,2021-10-26 13,주간,화,1,1,0,0,0,경기,수원시,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내
39729,2021-09-18 12,주간,토,1,1,0,0,0,충남,아산시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
39730,2021-10-30 15,주간,토,1,1,0,0,0,전북,김제시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
39731,2021-12-23 13,주간,목,1,4,1,2,0,제주,서귀포시,차대차,정면충돌,정면충돌,기타,교차로,교차로내
39732,2021-10-29 16,주간,금,1,2,0,1,0,경기,고양시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내
39733,2021-06-22 22,야간,화,1,1,0,0,0,경기,평택시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,교차로,교차로부근
39734,2021-12-25 17,주간,토,1,1,0,0,0,제주,서귀포시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근
39735,2021-10-31 20,야간,일,1,4,0,0,3,경기,고양시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내
39736,2021-11-18 15,주간,목,1,1,0,0,0,경북,경주시,차량단독,공작물충돌,공작물충돌,기타,교차로,교차로부근
39737,2021-10-07 01,야간,목,1,2,1,0,0,대전,서구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내
39738,2021-11-25 15,주간,목,1,1,0,0,0,충북,청주시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근
39739,2021-10-03 21,야간,일,1,1,0,0,0,인천,남구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로
39740,2021-10-29 14,주간,금,1,2,0,1,0,전남,신안군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로
39741,2021-11-03 05,야간,수,1,1,0,0,0,경기,고양시,차대사람,기타,기타,안전운전 의무 불이행,기타,기타
39742,2021-10-05 07,주간,화,1,1,0,0,0,인천,남구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내
39743,2021-06-25 17,주간,금,1,2,0,1,0,경기,평택시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내
39744,2021-11-18 13,주간,목,1,1,0,0,0,대구,달서구,차대차,정면충돌,정면충돌,중앙선 침범,기타,기타
39745,2021-11-22 12,주간,월,1,1,0,0,0,경북,경주시,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,단일로,지하차도(도로)내
39746,2021-10-12 22,야간,화,1,1,0,0,0,전북,전주시,차대사람,횡단중,횡단중,기타,단일로,기타단일로
39747,2021-11-25 23,야간,목,1,1,0,0,0,전남,순천시,차대사람,횡단중,횡단중,기타,교차로,교차로횡단보도내
39748,2021-09-30 02,야간,목,1,1,0,0,0,대구,달서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
39749,2021-08-11 10,주간,수,2,2,0,0,0,인천,서구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
39750,2021-11-23 08,주간,화,1,2,0,1,0,경북,경주시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로
39751,2021-11-04 07,주간,목,1,1,0,0,0,부산,부산진구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,교차로,교차로내
39752,2021-09-29 16,주간,수,1,3,2,0,0,강원,원주시,차대차,기타,기타,중앙선 침범,단일로,기타단일로
39753,2021-12-15 01,야간,수,1,1,0,0,0,경북,포항시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
39754,2021-11-09 06,주간,화,1,1,0,0,0,전북,군산시,차대차,측면충돌,측면충돌,기타,단일로,기타단일로
39755,2021-10-18 10,주간,월,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,신호위반,교차로,교차로횡단보도내
39756,2021-12-01 10,주간,수,1,1,0,0,0,충북,청주시,차량단독,기타,기타,안전운전 의무 불이행,교차로,교차로부근
39757,2021-12-02 16,주간,목,1,8,2,4,1,경기,성남시,차대차,기타,기타,신호위반,교차로,교차로내
39758,2021-09-29 08,주간,수,1,1,0,0,0,경기,의정부시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
39759,2021-10-02 19,야간,토,1,1,0,0,0,제주,제주시,차대차,측면충돌,측면충돌,안전거리 미확보,교차로,교차로부근
39760,2021-09-10 00,야간,금,1,1,0,0,0,경북,구미시,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근
39761,2021-08-22 18,야간,일,1,1,0,0,0,서울,송파구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,교차로,교차로내
39762,2021-12-29 17,주간,수,1,1,0,0,0,전북,전주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39763,2021-08-26 22,야간,목,1,1,0,0,0,충남,천안시,차대차,기타,기타,기타,교차로,교차로내
39764,2021-08-27 01,야간,금,1,2,1,0,0,충남,천안시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39765,2021-10-11 16,주간,월,1,4,2,1,0,경기,김포시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내
39766,2021-09-20 17,주간,월,1,1,0,0,0,경기,파주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39767,2021-08-16 21,야간,월,1,1,0,0,0,인천,서구,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로
39768,2021-10-13 17,주간,수,1,1,0,0,0,인천,남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
39769,2021-11-20 13,주간,토,1,1,0,0,0,경기,화성시,차량단독,기타,기타,기타,단일로,기타단일로
39770,2021-08-20 07,주간,금,1,1,0,0,0,경기,용인시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내
39771,2021-12-02 23,야간,목,1,1,0,0,0,경북,경주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,지하차도(도로)내
39772,2021-08-18 13,주간,수,1,1,0,0,0,경기,시흥시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39773,2021-11-17 09,주간,수,1,1,0,0,0,경기,고양시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
39774,2021-09-25 12,주간,토,1,1,0,0,0,대전,유성구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내
39775,2021-11-20 12,주간,토,1,1,0,0,0,전북,군산시,차대차,측면충돌,측면충돌,기타,단일로,지하차도(도로)내
39776,2021-12-09 22,야간,목,1,1,0,0,0,서울,영등포구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39777,2021-12-14 07,주간,화,1,2,0,1,0,경기,성남시,차대차,추돌,추돌,안전운전 의무 불이행,기타,기타
39778,2021-08-29 21,야간,일,1,1,0,0,0,서울,송파구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39779,2021-12-08 13,주간,수,1,1,0,0,0,대전,서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
39780,2021-12-10 00,야간,금,1,1,0,0,0,경기,화성시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39781,2021-09-28 18,야간,화,1,2,1,0,0,대전,유성구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로부근
39782,2021-10-23 22,야간,토,1,1,0,0,0,경북,경산시,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,지하차도(도로)내
39783,2021-10-31 08,주간,일,1,1,0,0,0,광주,서구,차대사람,기타,기타,신호위반,교차로,교차로내
39784,2021-08-26 08,주간,목,1,1,0,0,0,대구,수성구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로횡단보도내
39785,2021-08-22 18,야간,일,1,3,0,2,0,경기,시흥시,차대차,기타,기타,기타,교차로,교차로부근
39786,2021-11-16 16,주간,화,1,1,0,0,0,전남,여수시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로
39787,2021-11-20 01,야간,토,1,1,0,0,0,부산,부산진구,차대사람,기타,기타,기타,기타,기타
39788,2021-11-20 18,야간,토,1,1,0,0,0,전남,목포시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39789,2021-12-17 21,야간,금,2,4,1,1,0,전남,순천시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로
39790,2021-11-27 02,야간,토,1,3,2,0,0,전북,군산시,차량단독,도로이탈,도로이탈 추락,기타,단일로,기타단일로
39791,2021-10-01 14,주간,금,1,1,0,0,0,경기,파주시,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내
39792,2021-10-22 08,주간,금,1,1,0,0,0,경기,김포시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
39793,2021-10-13 10,주간,수,1,1,0,0,0,충남,아산시,차대차,기타,기타,기타,단일로,기타단일로
39794,2021-08-26 06,주간,목,1,1,0,0,0,인천,서구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39795,2021-11-27 17,주간,토,1,1,0,0,0,경기,고양시,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로
39796,2021-11-23 20,야간,화,1,1,0,0,0,전남,목포시,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로
39797,2021-11-03 00,야간,수,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내
39798,2021-11-30 16,주간,화,1,2,0,1,0,경기,화성시,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내
39799,2021-11-24 06,주간,수,1,1,0,0,0,전남,목포시,차대사람,횡단중,횡단중,기타,단일로,기타단일로
39800,2021-10-26 20,야간,화,1,1,0,0,0,인천,남구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
39801,2021-10-04 04,야간,월,1,2,1,0,0,경기,파주시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내
39802,2021-11-19 21,야간,금,1,1,0,0,0,경기,수원시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로
39803,2021-12-18 16,주간,토,1,1,0,0,0,경기,화성시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,기타,기타
39804,2021-08-31 04,야간,화,1,1,0,0,0,경기,용인시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
39805,2021-08-27 19,야간,금,1,1,0,0,0,경기,시흥시,차대차,기타,기타,신호위반,교차로,교차로내
39806,2021-11-22 04,야간,월,1,1,0,0,0,대구,동구,차대차,측면충돌,측면충돌,기타,단일로,기타단일로
39807,2021-10-07 23,야간,목,1,1,0,0,0,경기,파주시,차대차,기타,기타,중앙선 침범,단일로,기타단일로
39808,2021-12-29 18,야간,수,1,1,0,0,0,충북,청주시,차대차,기타,기타,신호위반,교차로,교차로내
39809,2021-09-21 01,야간,화,1,1,0,0,0,광주,광산구,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근
39810,2021-10-10 09,주간,일,1,1,0,0,0,경기,광주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로
39811,2021-12-08 06,주간,수,1,1,0,0,0,전북,군산시,차대사람,기타,기타,안전운전 의무 불이행,주차장,주차장
39812,2021-11-05 01,야간,금,1,1,0,0,0,경북,경산시,차대사람,횡단중,횡단중,기타,교차로,교차로내
39813,2021-10-08 19,야간,금,1,1,0,0,0,대전,유성구,차대차,기타,기타,안전거리 미확보,단일로,기타단일로
39814,2021-10-04 20,야간,월,1,2,1,0,0,경기,안산시,차대차,추돌,추돌,신호위반,교차로,교차로부근
39815,2021-12-07 09,주간,화,1,1,0,0,0,경남,양산시,차대사람,기타,기타,기타,단일로,기타단일로
39816,2021-12-30 22,야간,목,1,1,0,0,0,전남,순천시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
39817,2021-11-25 02,야간,목,1,1,0,0,0,대구,동구,차량단독,공작물충돌,공작물충돌,기타,기타,기타
39818,2021-10-22 20,야간,금,1,1,0,0,0,경기,의정부시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내
39819,2021-12-28 23,야간,화,1,1,0,0,0,대전,서구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39820,2021-09-15 19,야간,수,1,2,1,0,0,충남,천안시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내
39821,2021-12-10 06,주간,금,1,2,1,0,0,경기,고양시,차대차,추돌,추돌,안전운전 의무 불이행,기타,기타
39822,2021-10-25 22,야간,월,1,1,0,0,0,강원,원주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내
39823,2021-09-04 22,야간,토,1,1,0,0,0,인천,서구,차대사람,횡단중,횡단중,기타,교차로,교차로횡단보도내
39824,2021-10-26 15,주간,화,1,1,0,0,0,강원,원주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내
39825,2021-12-19 06,주간,일,1,1,0,0,0,울산,남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
39826,2021-11-09 16,주간,화,1,1,0,0,0,경기,김포시,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내
39827,2021-12-09 02,야간,목,1,3,2,0,0,부산,부산진구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내
39828,2021-10-18 14,주간,월,1,2,0,1,0,경기,파주시,차대차,기타,기타,기타,교차로,교차로내
39829,2021-10-06 04,야간,수,1,1,0,0,0,경기,수원시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내
39830,2021-07-18 13,주간,일,1,1,0,0,0,경기,평택시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39831,2021-12-06 22,야간,월,1,3,1,1,0,대구,동구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내
39832,2021-12-06 23,야간,월,1,1,0,0,0,대구,동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39833,2021-10-22 15,주간,금,1,1,0,0,0,경기,파주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로
39834,2021-11-04 11,주간,목,1,1,0,0,0,충남,아산시,차대사람,횡단중,횡단중,기타,단일로,기타단일로
39835,2021-12-24 06,주간,금,1,1,0,0,0,경남,양산시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내
39836,2021-09-12 09,주간,일,1,1,0,0,0,인천,서구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39837,2021-10-24 08,주간,일,1,2,1,0,0,경기,파주시,차대차,측면충돌,측면충돌,신호위반,단일로,기타단일로
39838,2021-10-09 22,야간,토,1,1,0,0,0,경기,수원시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,기타,기타
39839,2021-12-12 00,야간,일,1,1,0,0,0,대구,동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내
39840,2021-10-15 23,야간,금,1,1,0,0,0,경기,부천시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근
39841,2021-09-28 04,야간,화,1,1,0,0,0,충남,천안시,차대사람,기타,기타,기타,단일로,기타단일로
39842,2021-10-14 09,주간,목,1,1,0,0,0,경북,구미시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내
39843,2021-11-11 14,주간,목,1,1,0,0,0,제주,제주시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근
39844,2021-12-27 10,주간,월,1,1,0,0,0,경기,고양시,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로
39845,2021-10-15 00,야간,금,1,1,0,0,0,경북,구미시,차대차,추돌,추돌,기타,단일로,기타단일로
39846,2021-12-29 18,야간,수,1,1,0,0,0,경남,양산시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내
39847,2021-11-30 13,주간,화,1,1,0,0,0,전북,전주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내
39848,2021-12-01 23,야간,수,1,2,1,0,0,경기,안산시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로
39849,2021-10-16 13,주간,토,1,1,0,0,0,경북,구미시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로
39850,2021-12-19 05,야간,일,1,1,0,0,0,대구,동구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39851,2021-10-17 00,야간,일,1,1,0,0,0,경북,구미시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
39852,2021-10-21 02,야간,목,1,1,0,0,0,경기,부천시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내
39853,2021-12-02 06,주간,목,1,1,0,0,0,제주,제주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로
39854,2021-12-06 12,주간,월,1,1,0,0,0,전북,전주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내
39855,2021-10-27 15,주간,수,1,1,0,0,0,경기,안산시,차대차,기타,기타,신호위반,기타,기타
39856,2021-12-29 23,야간,수,1,1,0,0,0,부산,부산진구,차대차,측면충돌,측면충돌,신호위반,단일로,기타단일로
39857,2021-12-26 20,야간,일,1,1,0,0,0,전남,여수시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39858,2021-10-27 05,야간,수,1,1,0,0,0,경기,부천시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로
39859,2021-12-11 23,야간,토,1,1,0,0,0,전북,전주시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로
39860,2021-12-08 13,주간,수,1,2,0,0,1,제주,제주시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39861,2021-12-13 04,야간,월,1,1,0,0,0,경기,안산시,차대사람,기타,기타,기타,단일로,기타단일로
39862,2021-11-29 14,주간,월,1,1,0,0,0,충북,청주시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로
39863,2021-12-05 16,주간,일,1,1,0,0,0,경기,김포시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39864,2021-11-09 17,주간,화,1,1,0,0,0,대전,유성구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
39865,2021-12-13 20,야간,월,1,2,1,0,0,제주,제주시,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내
39866,2021-11-08 21,야간,월,1,1,0,0,0,경기,광주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내
39867,2021-11-01 06,주간,월,1,1,0,0,0,경기,부천시,차대차,측면충돌,측면충돌,교차로 통행방법 위반,교차로,교차로내
39868,2021-09-27 16,주간,월,1,2,0,1,0,인천,서구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내
39869,2021-11-27 06,주간,토,1,1,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
39870,2021-10-24 14,주간,일,1,1,0,0,0,광주,광산구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39871,2021-11-30 19,야간,화,1,1,0,0,0,강원,원주시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39872,2021-09-29 18,야간,수,1,3,0,2,0,경기,시흥시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로
39873,2021-10-18 11,주간,월,1,1,0,0,0,충남,천안시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39874,2021-12-15 05,야간,수,1,1,0,0,0,인천,남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내
39875,2021-11-05 10,주간,금,1,2,0,1,0,경북,구미시,차대차,추돌,추돌,신호위반,단일로,고가도로위
39876,2021-12-10 06,주간,금,1,1,0,0,0,대구,달서구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로
39877,2021-12-16 23,야간,목,1,1,0,0,0,충북,청주시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로
39878,2021-12-22 08,주간,수,1,1,0,0,0,경기,김포시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39879,2021-12-31 07,주간,금,1,1,0,0,0,대전,서구,차대사람,횡단중,횡단중,기타,단일로,기타단일로
39880,2021-12-08 05,야간,수,1,1,0,0,0,경기,의정부시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근
39881,2021-08-09 23,야간,월,1,1,0,0,0,경기,평택시,차대차,기타,기타,신호위반,교차로,교차로내
39882,2021-11-18 22,야간,목,1,1,0,0,0,경기,안산시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,교차로,교차로부근
39883,2021-12-24 19,야간,금,1,1,0,0,0,인천,남구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로
39884,2021-12-21 14,주간,화,1,1,0,0,0,충북,청주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로
39885,2021-11-05 16,주간,금,1,1,0,0,0,광주,광산구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내
39886,2021-12-28 06,주간,화,1,1,0,0,0,경북,경산시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
39887,2021-12-11 20,야간,토,1,1,0,0,0,경기,의정부시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39888,2021-11-30 06,주간,화,1,1,0,0,0,대전,유성구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내
39889,2021-12-31 16,주간,금,1,1,0,0,0,경북,경산시,차대차,정면충돌,정면충돌,안전운전 의무 불이행,교차로,교차로내
39890,2021-10-29 10,주간,금,1,1,0,0,0,서울,송파구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내
39891,2021-12-20 20,야간,월,1,1,0,0,0,제주,제주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로
39892,2021-10-31 17,주간,일,1,1,0,0,0,광주,북구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로
39893,2021-11-03 06,주간,수,1,1,0,0,0,충남,천안시,차대사람,횡단중,횡단중,기타,단일로,기타단일로
39894,2021-11-02 03,야간,화,1,1,0,0,0,광주,북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
39895,2021-08-19 03,야간,목,1,2,1,0,0,경기,평택시,차량단독,공작물충돌,공작물충돌,신호위반,교차로,교차로부근
39896,2021-11-01 21,야간,월,1,1,0,0,0,서울,송파구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근
39897,2021-11-25 08,주간,목,1,1,0,0,0,경북,구미시,차대차,기타,기타,기타,단일로,기타단일로
39898,2021-10-22 03,야간,금,1,1,0,0,0,인천,서구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내
39899,2021-10-27 20,야간,수,1,1,0,0,0,대구,수성구,차대차,기타,기타,신호위반,교차로,교차로내
39900,2021-12-30 14,주간,목,1,1,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내
39901,2021-10-22 14,주간,금,1,1,0,0,0,경기,시흥시,차대사람,기타,기타,보행자 보호의무 위반,단일로,기타단일로
39902,2021-11-27 18,야간,토,1,1,0,0,0,경북,구미시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,기타,기타
